date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WS10M,WD10M,WS10M_MAX,WS10M_MIN
2011-03-14,26.41,9.4,17.91,27.4,16.58,34.91,18.33,7.35,37.12,0.0,100.88,2.41,1.94,36.3,2.96,0.55
2011-03-15,26.57,11.17,18.87,27.43,16.56,34.82,18.26,8.25,41.41,0.01,100.84,2.69,2.35,48.9,3.9,1.21
2011-03-16,27.02,12.96,19.99,28.14,15.26,35.64,20.38,9.4,45.95,0.19,100.78,4.06,2.6,126.3,4.65,0.59
2011-03-17,26.81,17.15,21.98,28.08,14.03,34.37,20.34,12.31,61.04,0.05,100.88,3.75,4.98,172.3,6.94,3.19
2011-03-18,26.85,17.6,22.23,27.94,12.39,33.29,20.9,12.56,60.4,0.64,100.66,4.6,6.79,183.4,8.89,4.29
2011-03-19,28.33,18.7,23.52,29.27,15.24,36.76,21.52,13.58,60.76,0.83,100.31,5.4,7.73,192.8,10.63,5.23
2011-03-20,29.09,19.79,24.44,30.27,12.6,36.59,23.99,14.49,61.15,0.01,100.35,4.64,7.94,184.9,10.38,5.74
2011-03-21,29.44,18.5,23.97,30.44,14.18,37.82,23.64,13.62,58.16,0.88,100.4,4.15,6.61,195.7,7.92,3.77
2011-03-22,28.67,20.25,24.46,30.24,12.31,35.65,23.34,14.88,64.34,0.6,100.69,3.06,4.76,183.3,6.05,2.99
2011-03-23,29.02,18.36,23.69,30.48,14.35,36.67,22.32,13.36,57.9,0.02,100.78,2.92,3.39,190.1,4.68,1.76
2011-03-24,29.23,17.15,23.19,30.41,15.77,37.31,21.54,12.41,54.3,0.92,100.7,3.77,3.57,205.8,5.39,1.62
2011-03-25,29.67,14.83,22.25,31.0,14.08,37.35,23.27,10.91,46.79,0.45,100.76,2.68,2.85,207.4,4.27,1.59
2011-03-26,28.99,19.3,24.15,29.94,11.72,35.36,23.64,13.97,57.99,6.47,100.78,3.61,3.73,188.9,5.55,1.94
2011-03-27,27.41,18.46,22.93,28.71,9.33,32.33,23.0,13.37,60.7,1.44,100.92,2.18,2.98,122.7,4.12,1.94
2011-03-28,26.94,15.86,21.4,28.35,12.92,33.49,20.57,11.2,52.89,0.75,100.88,2.33,1.78,15.4,2.56,0.23
2011-03-29,27.04,17.85,22.44,28.28,11.27,32.48,21.21,12.72,59.58,1.19,100.95,2.23,2.63,166.5,3.77,1.54
2011-03-30,27.3,20.6,23.95,28.19,9.51,32.67,23.16,15.12,69.16,9.43,100.85,3.62,4.42,182.4,5.92,2.3
2011-03-31,26.82,21.74,24.28,27.42,8.55,31.65,23.1,16.23,75.79,16.73,100.79,3.25,4.93,192.3,6.73,3.48
2011-04-01,28.08,18.32,23.2,29.61,13.06,35.08,22.02,13.4,62.11,1.09,100.78,3.39,3.73,185.7,5.96,2.57
2011-04-02,27.67,20.35,24.01,28.72,11.05,33.84,22.79,14.91,67.3,8.54,100.84,2.28,4.16,177.3,5.18,2.9
2011-04-03,27.37,20.84,24.11,27.77,10.47,32.49,22.02,15.35,69.75,18.57,100.83,2.4,2.41,173.0,3.44,1.04
2011-04-04,28.76,19.66,24.21,29.91,13.4,35.72,22.32,14.33,62.12,0.06,100.78,1.56,2.61,178.9,3.46,1.9
2011-04-05,27.64,19.26,23.45,28.81,10.74,33.27,22.53,13.89,62.55,5.09,100.93,3.13,2.04,288.8,3.19,0.06
2011-04-06,29.03,15.87,22.45,29.92,14.68,36.51,21.83,11.25,48.61,0.0,100.86,1.62,1.91,299.2,2.69,1.07
2011-04-07,30.0,12.97,21.48,29.59,14.15,36.41,22.26,9.42,38.56,0.0,100.87,2.74,1.89,220.2,3.06,0.32
2011-04-08,29.28,14.35,21.82,30.04,16.63,37.69,21.06,10.3,45.03,0.0,100.81,2.48,2.67,201.9,4.24,1.76
2011-04-09,30.17,17.81,23.99,31.1,15.0,37.68,22.68,12.88,53.09,0.0,100.92,2.83,2.98,194.0,3.93,1.1
2011-04-10,28.41,18.83,23.62,28.92,9.5,34.14,24.64,13.54,58.26,0.0,101.14,2.0,2.15,116.4,2.9,0.9
2011-04-11,29.87,16.29,23.08,30.84,15.21,37.02,21.81,11.53,47.4,0.0,100.9,2.62,1.64,123.4,2.85,0.23
2011-04-12,30.74,16.18,23.46,31.81,15.63,38.01,22.38,11.47,44.69,0.0,100.78,2.66,1.68,160.7,2.83,0.17
2011-04-13,31.03,18.31,24.67,32.14,14.59,38.66,24.07,13.16,49.88,0.01,100.74,3.65,2.89,194.8,5.19,1.54
2011-04-14,30.86,18.51,24.68,32.02,12.96,37.8,24.84,13.35,50.92,2.0,100.59,3.76,3.78,201.3,5.46,1.7
2011-04-15,30.05,19.58,24.82,31.38,11.51,35.94,24.43,14.29,56.7,3.85,100.61,2.65,2.44,196.7,4.4,1.75
2011-04-16,30.64,19.22,24.93,32.22,13.44,37.41,23.97,14.02,55.18,3.76,100.68,2.23,1.88,196.6,3.02,0.79
2011-04-17,30.45,20.38,25.42,31.22,11.28,35.69,24.41,14.93,56.98,6.75,100.7,2.72,1.82,204.8,3.0,0.28
2011-04-18,30.7,21.04,25.87,31.58,11.6,36.58,24.98,15.62,59.1,0.8,100.52,2.3,2.66,176.2,3.97,1.67
2011-04-19,29.14,21.76,25.45,29.75,7.02,33.06,26.04,16.29,65.46,2.69,100.5,2.16,2.32,187.8,3.55,1.39
2011-04-20,29.47,21.88,25.68,30.29,9.42,34.34,24.92,16.42,65.71,9.13,100.54,3.35,3.34,183.7,5.6,2.25
2011-04-21,29.11,22.46,25.79,29.93,8.57,33.47,24.9,16.99,69.24,3.33,100.66,2.26,4.1,189.0,5.35,3.09
2011-04-22,29.83,21.48,25.66,31.13,10.61,35.5,24.89,16.07,64.09,2.0,100.66,1.99,2.95,177.2,4.26,2.27
2011-04-23,28.37,19.52,23.94,29.48,7.21,32.6,25.39,14.23,60.42,0.04,100.66,2.87,2.17,173.6,3.84,0.97
2011-04-24,29.84,19.33,24.59,31.56,13.4,36.84,23.44,14.05,56.92,0.14,100.62,4.4,3.52,189.2,6.69,2.29
2011-04-25,27.96,21.28,24.62,29.18,8.67,32.56,23.89,15.79,69.13,4.83,100.81,1.75,2.82,179.1,3.99,2.24
2011-04-26,28.71,19.59,24.15,29.77,11.02,34.15,23.13,14.34,62.06,1.52,100.83,1.92,1.46,146.3,2.27,0.35
2011-04-27,27.24,20.1,23.67,27.75,7.72,31.13,23.41,14.69,66.02,6.7,100.66,3.53,2.16,106.8,3.8,0.27
2011-04-28,28.43,19.31,23.87,29.91,12.24,34.76,22.52,14.03,60.93,4.72,100.41,1.24,1.84,108.5,2.29,1.05
2011-04-29,28.54,21.08,24.81,30.26,10.34,33.63,23.29,15.65,66.56,5.29,100.44,2.63,2.11,157.5,3.9,1.27
2011-04-30,29.52,21.15,25.33,31.56,11.09,35.13,24.04,15.71,63.73,0.33,100.59,2.43,2.85,171.4,4.31,1.88
2011-05-01,29.75,22.0,25.87,31.34,11.05,35.55,24.5,16.53,65.9,3.99,100.54,3.6,4.1,182.4,5.96,2.36
2011-05-02,29.88,22.77,26.32,31.01,10.79,35.7,24.91,17.37,68.29,5.35,100.36,2.46,5.55,179.7,6.77,4.31
2011-05-03,29.93,23.08,26.5,31.01,10.97,35.75,24.78,17.71,69.57,3.9,100.29,3.41,5.17,181.1,6.52,3.11
2011-05-04,29.26,23.59,26.42,30.03,8.32,33.76,25.44,18.25,73.67,7.01,100.43,3.53,3.36,198.9,4.86,1.33
2011-05-05,28.0,23.26,25.63,28.77,6.6,31.41,24.81,17.85,76.59,21.07,100.5,2.72,2.76,164.1,4.13,1.41
2011-05-06,29.29,22.9,26.09,30.54,10.01,34.46,24.45,17.48,70.81,7.33,100.46,2.32,3.25,151.8,4.21,1.89
2011-05-07,29.82,23.05,26.44,31.46,10.66,35.16,24.5,17.68,69.81,6.01,100.3,2.93,2.61,170.0,4.53,1.6
2011-05-08,30.69,22.48,26.59,32.07,10.5,36.0,25.5,17.19,65.01,3.98,100.13,3.59,1.87,197.4,4.25,0.66
2011-05-09,31.84,20.53,26.19,33.03,11.55,37.2,25.65,15.21,53.77,2.45,100.08,2.43,1.62,207.1,3.34,0.91
2011-05-10,30.28,23.15,26.71,30.96,10.62,36.0,25.38,17.81,68.1,17.8,100.12,3.36,4.4,181.9,6.25,2.89
2011-05-11,29.4,25.08,27.24,30.0,8.19,33.53,25.34,19.99,78.74,21.72,100.16,2.15,4.15,156.8,5.26,3.11
2011-05-12,30.47,23.98,27.23,31.47,10.96,36.26,25.3,18.72,71.25,4.37,100.28,1.59,3.59,150.3,4.5,2.91
2011-05-13,30.61,24.26,27.43,31.33,10.07,36.1,26.03,19.03,71.55,4.62,100.3,2.93,4.05,168.3,5.58,2.65
2011-05-14,29.66,24.15,26.9,30.45,8.96,34.81,25.85,18.88,74.43,16.27,100.38,1.6,3.42,166.6,4.13,2.53
2011-05-15,29.95,23.97,26.96,30.82,10.86,36.09,25.23,18.64,73.05,2.79,100.57,1.7,3.83,156.5,4.68,2.98
2011-05-16,30.41,23.35,26.88,31.32,9.96,35.48,25.52,17.96,69.15,3.1,100.83,2.49,2.45,137.2,3.79,1.3
2011-05-17,30.25,24.01,27.13,31.33,9.12,34.78,25.66,18.64,71.06,0.47,100.72,2.32,2.27,170.8,3.86,1.54
2011-05-18,29.98,24.76,27.37,30.68,6.79,33.69,26.9,19.55,75.04,7.97,100.54,2.24,2.58,198.5,3.7,1.46
2011-05-19,29.4,24.93,27.16,30.25,7.09,33.12,26.03,19.78,78.09,23.31,100.37,1.76,2.08,210.7,3.25,1.49
2011-05-20,28.91,24.74,26.82,29.4,5.71,32.09,26.38,19.64,79.49,2.21,100.1,2.24,3.17,206.1,4.33,2.09
2011-05-21,28.63,25.86,27.25,28.68,5.78,32.07,26.29,21.0,85.67,25.09,99.93,1.67,4.91,188.7,5.67,4.0
2011-05-22,28.61,25.82,27.21,28.83,5.62,31.93,26.31,20.91,85.75,15.89,100.15,2.26,4.05,184.0,5.34,3.08
2011-05-23,29.21,25.97,27.59,29.44,6.96,33.07,26.11,21.09,83.7,10.74,100.19,2.22,3.64,191.1,4.8,2.58
2011-05-24,29.48,25.54,27.51,29.85,7.48,33.66,26.18,20.56,80.89,12.69,100.22,1.93,3.44,177.0,4.18,2.25
2011-05-25,29.19,25.72,27.46,29.45,6.33,32.53,26.2,20.75,82.46,10.47,100.3,1.6,2.69,120.3,3.63,2.03
2011-05-26,28.64,26.07,27.36,28.87,5.2,31.42,26.22,21.17,86.48,4.88,100.37,1.91,3.03,138.0,4.02,2.11
2011-05-27,28.39,24.54,26.47,28.81,6.27,31.87,25.6,19.34,80.9,2.27,100.38,1.67,3.06,162.7,3.8,2.13
2011-05-28,28.7,24.57,26.63,29.59,8.66,33.23,24.57,19.36,79.73,3.39,100.27,1.3,2.27,130.2,2.93,1.63
2011-05-29,27.52,25.12,26.32,27.84,4.07,29.75,25.68,20.02,87.14,10.6,100.29,2.31,3.2,126.2,4.38,2.07
2011-05-30,28.22,26.29,27.25,28.28,5.19,31.01,25.82,21.51,89.56,10.14,100.15,1.8,3.55,148.9,4.51,2.71
2011-05-31,28.87,26.46,27.67,28.88,5.94,32.84,26.9,21.76,87.48,23.69,100.0,2.51,4.41,191.5,5.62,3.11
2011-06-01,27.75,25.37,26.56,27.64,5.35,30.57,25.22,20.35,87.32,14.48,100.15,3.33,4.67,161.4,6.15,2.82
2011-06-02,27.79,25.56,26.68,27.85,6.46,31.13,24.67,20.57,88.14,7.83,100.35,1.74,3.77,147.6,4.37,2.63
2011-06-03,28.08,25.56,26.82,28.19,5.0,30.75,25.75,20.54,86.65,5.11,100.34,1.46,2.83,167.9,3.39,1.93
2011-06-04,28.62,25.83,27.22,28.8,5.68,31.75,26.07,20.9,85.43,1.37,100.21,1.93,3.55,186.2,4.57,2.64
2011-06-05,28.87,25.62,27.24,29.01,6.67,32.6,25.93,20.63,83.58,1.28,100.24,1.64,3.15,178.1,3.97,2.33
2011-06-06,29.6,25.84,27.72,30.15,7.95,33.64,25.69,20.9,81.5,0.58,100.26,1.7,2.54,170.0,3.42,1.72
2011-06-07,28.6,25.95,27.27,29.02,6.07,32.12,26.05,21.05,86.28,9.21,100.22,2.06,2.74,168.4,4.01,1.95
2011-06-08,27.54,24.87,26.2,27.98,5.17,30.39,25.22,19.76,85.89,20.77,100.05,2.78,2.53,95.7,4.28,1.5
2011-06-09,29.08,25.03,27.06,29.54,8.39,33.49,25.1,20.01,79.87,6.55,99.8,3.1,2.12,283.1,4.07,0.97
2011-06-10,29.35,25.62,27.48,29.68,7.45,33.38,25.93,20.74,81.68,0.06,99.79,2.75,3.01,193.2,4.19,1.44
2011-06-11,28.81,26.35,27.58,28.97,5.38,31.96,26.58,21.64,87.16,2.46,99.86,2.35,3.78,166.4,5.04,2.69
2011-06-12,28.75,24.87,26.81,28.93,5.69,32.05,26.36,19.81,80.71,6.62,100.04,2.72,2.82,142.3,4.23,1.51
2011-06-13,29.2,24.08,26.64,29.62,8.41,33.57,25.16,18.87,75.16,2.0,99.98,1.83,1.46,133.2,2.05,0.22
2011-06-14,27.17,25.32,26.24,27.36,3.43,28.71,25.28,20.37,89.7,2.85,99.85,3.67,2.57,110.0,4.75,1.08
2011-06-15,28.24,25.93,27.08,28.39,4.92,30.68,25.76,21.16,87.64,11.28,99.61,3.18,3.15,93.2,4.96,1.78
2011-06-16,28.41,25.72,27.06,28.78,6.43,32.56,26.13,20.98,86.09,10.76,99.22,6.57,4.25,118.0,7.98,1.41
2011-06-17,27.88,26.02,26.95,27.89,4.67,30.45,25.78,21.37,89.8,29.65,99.2,3.97,7.9,121.3,10.01,6.04
2011-06-18,28.26,26.48,27.37,28.23,4.35,30.72,26.37,21.88,90.17,13.06,99.6,4.25,7.33,135.7,9.48,5.23
2011-06-19,28.28,26.36,27.32,28.14,5.56,31.45,25.89,21.71,89.61,4.27,99.65,3.57,5.31,144.4,7.28,3.71
2011-06-20,29.16,26.34,27.75,29.4,6.31,32.77,26.46,21.63,85.56,4.52,99.87,2.42,4.36,151.8,5.7,3.28
2011-06-21,28.85,26.03,27.44,29.14,6.28,32.54,26.26,21.21,85.52,0.63,99.95,2.45,3.9,160.5,5.22,2.77
2011-06-22,29.21,25.97,27.59,29.82,6.98,32.94,25.96,21.16,83.66,0.69,99.84,2.26,3.89,176.7,4.75,2.49
2011-06-23,29.58,26.57,28.07,29.74,6.03,32.96,26.93,21.95,84.53,3.91,99.73,2.55,3.36,203.7,4.49,1.94
2011-06-24,29.64,26.66,28.15,29.59,5.36,32.37,27.01,22.09,84.62,11.12,99.69,2.32,1.68,196.1,3.04,0.72
2011-06-25,29.61,26.19,27.9,29.94,6.05,32.98,26.93,21.5,82.86,3.75,99.62,2.77,2.67,171.2,4.18,1.41
2011-06-26,28.72,26.37,27.55,28.98,5.14,31.51,26.37,21.71,87.6,12.27,99.69,3.02,3.35,176.4,4.8,1.78
2011-06-27,28.43,26.32,27.38,28.61,5.19,31.44,26.25,21.62,88.81,12.43,99.8,2.78,3.92,154.5,5.51,2.73
2011-06-28,27.76,26.47,27.11,27.75,3.52,29.79,26.27,21.8,92.69,17.42,99.84,3.05,4.57,156.4,5.92,2.87
2011-06-29,28.06,26.08,27.07,28.09,4.51,30.54,26.03,21.25,89.3,11.91,100.04,2.12,4.38,177.1,5.34,3.22
2011-06-30,28.06,26.75,27.41,27.96,3.9,30.33,26.43,22.12,92.65,40.4,100.07,2.89,4.03,187.9,5.33,2.44
2011-07-01,28.47,26.5,27.49,28.42,5.41,31.57,26.16,21.83,89.36,34.88,99.94,2.37,4.49,206.1,5.36,2.99
2011-07-02,28.15,26.15,27.15,28.05,5.54,31.37,25.83,21.4,89.16,26.97,99.92,1.78,5.18,208.9,6.11,4.33
2011-07-03,27.86,25.39,26.63,28.02,5.45,31.19,25.74,20.39,87.04,1.93,100.05,1.67,3.76,183.8,4.52,2.85
2011-07-04,27.34,25.25,26.3,27.51,5.15,30.44,25.29,20.17,88.76,2.76,100.28,2.24,4.08,159.0,5.29,3.05
2011-07-05,27.75,25.22,26.48,28.15,6.53,31.42,24.89,20.11,86.73,1.63,100.41,2.56,4.13,146.5,5.59,3.03
2011-07-06,27.85,25.24,26.55,28.23,6.86,31.62,24.76,20.15,86.45,1.98,100.37,4.99,4.67,161.5,7.33,2.34
2011-07-07,27.88,25.54,26.71,28.09,6.35,31.51,25.16,20.5,87.68,9.0,100.45,4.88,5.09,191.2,7.59,2.71
2011-07-08,28.31,25.81,27.06,28.51,6.1,31.63,25.53,20.8,86.96,14.84,100.58,1.85,4.35,186.1,5.22,3.37
2011-07-09,28.65,25.95,27.3,29.1,6.85,32.25,25.4,21.04,86.04,4.63,100.31,1.74,3.69,191.6,4.35,2.61
2011-07-10,29.23,26.39,27.81,29.7,6.5,32.75,26.25,21.65,85.38,2.02,100.05,1.95,3.31,183.2,4.3,2.35
2011-07-11,29.28,27.15,28.21,29.48,4.73,31.81,27.08,22.71,88.61,2.17,99.78,2.62,2.77,150.9,4.21,1.59
2011-07-12,28.5,26.44,27.47,28.48,5.42,31.42,26.0,21.78,88.93,3.27,99.79,4.75,4.12,174.7,6.96,2.21
2011-07-13,28.63,25.93,27.28,28.99,7.02,32.48,25.46,21.1,85.99,1.75,99.93,4.38,4.3,148.9,6.29,1.91
2011-07-14,28.58,26.45,27.51,28.76,5.66,31.89,26.23,21.76,88.7,4.64,99.92,3.72,4.63,146.7,6.27,2.55
2011-07-15,27.97,25.97,26.97,28.13,4.1,30.64,26.54,21.12,89.18,10.0,100.0,2.0,3.86,160.3,4.81,2.81
2011-07-16,28.23,25.9,27.07,28.44,5.54,31.4,25.86,21.05,87.69,2.06,99.95,3.05,4.04,161.0,5.75,2.7
2011-07-17,28.44,25.87,27.15,28.83,6.85,32.31,25.46,21.03,86.65,1.01,99.83,3.42,4.92,145.0,6.23,2.81
2011-07-18,27.98,26.43,27.21,27.84,3.22,29.91,26.69,21.77,91.31,7.36,99.74,4.92,6.26,182.8,9.36,4.44
2011-07-19,28.69,26.7,27.7,28.64,4.8,31.25,26.45,22.13,89.29,31.92,99.72,2.09,3.5,198.2,4.65,2.56
2011-07-20,28.42,26.51,27.46,28.53,4.73,31.08,26.35,21.91,89.72,14.93,99.59,3.23,3.35,159.6,4.89,1.66
2011-07-21,28.05,26.25,27.15,28.07,4.67,30.63,25.96,21.6,90.18,22.96,99.52,2.31,4.38,159.1,5.73,3.42
2011-07-22,27.67,25.98,26.82,27.63,4.64,30.34,25.7,21.18,90.67,11.43,99.81,2.53,5.9,147.1,7.05,4.52
2011-07-23,27.31,25.47,26.39,27.36,4.7,29.73,25.03,20.49,89.93,2.43,100.06,2.51,3.55,139.4,4.84,2.33
2011-07-24,28.12,25.49,26.81,28.49,6.4,31.43,25.03,20.48,86.23,1.43,100.22,1.26,2.49,158.6,3.14,1.88
2011-07-25,27.92,25.69,26.8,28.1,5.54,31.17,25.63,20.68,88.07,3.02,100.44,1.24,2.28,209.6,2.92,1.68
2011-07-26,28.56,25.63,27.09,28.91,6.26,32.09,25.83,20.6,84.93,5.3,100.51,1.7,2.82,189.0,3.71,2.01
2011-07-27,28.49,25.86,27.18,28.78,5.17,31.4,26.23,20.92,86.21,0.65,100.35,2.06,3.25,207.1,4.32,2.26
2011-07-28,28.89,25.92,27.41,29.24,6.47,32.53,26.06,21.03,84.73,2.2,100.15,1.49,2.68,196.1,3.55,2.06
2011-07-29,29.03,26.17,27.6,29.31,6.52,32.62,26.1,21.37,85.32,2.35,100.09,1.66,2.8,176.8,3.55,1.89
2011-07-30,29.36,26.36,27.86,29.81,6.44,32.87,26.43,21.63,84.7,3.28,99.95,1.57,3.23,186.4,4.08,2.51
2011-07-31,30.27,26.58,28.42,30.92,7.67,33.95,26.28,21.97,81.66,2.79,99.74,2.12,1.65,193.9,2.74,0.62
2011-08-01,31.31,26.07,28.69,31.32,6.81,34.55,27.74,21.36,74.45,0.17,99.61,1.79,1.1,339.7,1.92,0.13
2011-08-02,30.54,26.8,28.67,30.67,6.76,34.27,27.51,22.28,81.13,8.7,99.68,2.39,2.17,184.1,3.62,1.23
2011-08-03,28.93,26.58,27.76,29.09,6.03,32.83,26.8,21.95,87.71,8.23,99.86,3.24,4.15,156.6,5.82,2.58
2011-08-04,28.73,26.46,27.6,29.0,5.62,32.08,26.46,21.8,88.11,13.07,99.82,1.96,3.55,163.6,4.78,2.82
2011-08-05,28.46,26.58,27.52,28.62,5.27,31.92,26.65,21.95,89.86,21.34,99.78,4.19,4.81,163.9,7.08,2.89
2011-08-06,28.61,26.71,27.66,28.61,4.51,31.19,26.68,22.14,89.77,22.01,99.76,1.73,4.18,170.9,5.17,3.44
2011-08-07,28.32,27.27,27.79,28.22,3.26,30.02,26.76,22.89,93.95,14.84,99.75,2.33,4.44,137.9,5.49,3.16
2011-08-08,27.66,26.52,27.09,27.51,3.03,29.31,26.28,21.83,93.49,40.09,100.02,3.08,4.67,121.3,6.22,3.14
2011-08-09,27.51,26.44,26.97,27.39,3.57,29.34,25.77,21.71,93.87,73.24,100.15,2.64,3.74,164.7,5.09,2.45
2011-08-10,27.47,25.74,26.6,27.6,4.2,29.78,25.58,20.8,90.53,34.78,100.18,2.58,2.9,163.9,4.45,1.87
2011-08-11,27.62,25.69,26.66,27.71,4.77,30.43,25.66,20.77,89.6,3.98,100.03,2.46,4.03,143.1,5.45,2.99
2011-08-12,26.88,25.67,26.28,26.79,4.16,29.35,25.19,20.79,93.11,4.34,99.91,3.32,4.89,129.4,6.56,3.24
2011-08-13,27.37,25.48,26.42,27.37,4.84,29.98,25.14,20.49,89.71,12.78,100.12,3.97,4.79,145.5,6.74,2.77
2011-08-14,27.28,25.69,26.48,27.25,3.92,29.44,25.52,20.65,91.21,14.53,100.56,2.26,3.88,165.8,4.98,2.72
2011-08-15,27.65,25.8,26.72,27.68,5.34,30.73,25.39,20.79,89.99,8.74,100.56,2.45,3.81,178.1,5.03,2.58
2011-08-16,26.85,25.55,26.2,26.65,3.29,28.51,25.22,20.52,92.62,80.83,100.43,2.86,4.6,170.0,6.23,3.37
2011-08-17,25.87,24.79,25.33,25.82,2.47,27.03,24.56,19.61,93.69,24.13,100.39,1.35,3.03,162.4,3.67,2.32
2011-08-18,26.98,25.14,26.06,27.15,5.71,30.12,24.41,20.03,90.01,7.29,100.35,1.89,3.59,169.5,4.43,2.54
2011-08-19,27.22,25.04,26.13,27.41,5.3,29.93,24.63,19.9,88.2,7.29,100.41,2.06,2.71,160.6,3.67,1.61
2011-08-20,28.12,25.45,26.79,28.5,6.71,31.81,25.1,20.39,86.13,6.0,100.45,2.2,1.69,199.1,2.93,0.73
2011-08-21,27.3,26.2,26.75,27.27,3.02,28.99,25.97,21.33,93.72,8.18,100.42,1.01,2.65,218.8,2.99,1.98
2011-08-22,28.01,26.16,27.09,28.13,5.39,31.19,25.8,21.27,89.95,6.98,100.42,1.18,2.76,205.8,3.54,2.36
2011-08-23,27.79,26.08,26.93,27.9,4.65,30.4,25.75,21.17,90.59,11.25,100.4,1.31,2.96,173.6,3.67,2.36
2011-08-24,27.05,25.88,26.46,26.99,3.22,28.89,25.67,20.93,93.29,13.41,100.34,1.55,3.12,165.1,3.76,2.21
2011-08-25,26.86,25.7,26.28,26.83,3.55,28.84,25.29,20.71,93.36,6.28,100.36,1.77,3.09,132.3,4.09,2.32
2011-08-26,26.95,25.63,26.29,26.87,4.04,29.09,25.05,20.63,92.57,3.15,100.34,2.02,2.7,127.0,3.94,1.92
2011-08-27,27.25,25.66,26.46,27.21,4.75,29.82,25.07,20.69,91.23,1.36,100.28,1.59,2.44,135.7,3.27,1.68
2011-08-28,26.95,25.56,26.26,26.89,4.08,29.46,25.38,20.57,92.22,0.44,100.24,2.9,2.39,147.4,4.3,1.4
2011-08-29,28.25,25.87,27.06,28.24,7.79,32.38,24.59,20.96,87.45,0.45,100.33,2.93,2.23,125.0,3.55,0.62
2011-08-30,28.25,26.03,27.14,28.44,6.29,31.8,25.51,21.13,88.19,3.27,100.37,2.45,2.46,161.5,3.73,1.28
2011-08-31,27.72,26.04,26.88,27.84,5.37,30.74,25.37,21.15,90.88,3.68,100.35,2.3,3.11,159.0,4.21,1.91
2011-09-01,27.37,25.43,26.4,27.45,5.4,30.89,25.49,20.39,89.6,1.46,100.3,2.82,3.83,158.0,5.1,2.28
2011-09-02,26.92,25.07,26.0,27.09,4.84,29.76,24.92,19.94,89.91,5.33,100.32,2.16,2.77,172.7,3.69,1.53
2011-09-03,27.53,24.96,26.25,27.73,7.85,31.35,23.5,19.84,86.44,1.72,100.31,3.03,3.14,130.5,4.45,1.42
2011-09-04,28.05,26.03,27.04,28.18,6.25,31.7,25.45,21.16,89.21,0.77,100.3,3.95,3.39,135.5,5.27,1.32
2011-09-05,28.13,26.08,27.1,28.32,5.59,31.51,25.92,21.23,89.06,2.8,100.25,1.88,2.89,154.6,3.83,1.95
2011-09-06,27.74,26.24,26.99,27.8,4.6,30.35,25.75,21.46,91.77,4.28,100.1,2.35,3.69,160.1,4.55,2.2
2011-09-07,27.05,25.75,26.4,27.0,3.31,29.06,25.75,20.86,92.65,11.5,99.96,5.16,3.79,168.4,5.81,0.65
2011-09-08,27.45,25.86,26.66,27.47,5.27,30.57,25.3,21.0,91.26,6.94,100.01,2.13,5.14,143.4,6.3,4.17
2011-09-09,27.25,26.0,26.63,27.08,3.54,29.43,25.89,21.1,92.83,1.28,100.3,2.04,4.67,128.3,5.77,3.73
2011-09-10,27.28,25.68,26.48,27.15,4.21,29.49,25.28,20.66,91.11,1.16,100.47,2.2,2.94,135.5,4.03,1.83
2011-09-11,28.36,25.14,26.75,28.1,6.06,31.27,25.21,20.05,83.35,2.09,100.31,2.28,1.66,153.4,2.83,0.55
2011-09-12,29.32,25.94,27.63,29.0,6.28,32.31,26.03,21.09,82.26,0.69,100.16,1.3,1.2,352.5,1.82,0.52
2011-09-13,29.42,27.03,28.22,29.31,6.02,32.96,26.94,22.49,87.36,6.49,100.07,2.09,2.09,126.6,3.44,1.35
2011-09-14,27.25,25.78,26.52,27.21,3.85,29.69,25.84,20.85,91.82,16.92,100.19,3.63,4.08,145.9,6.15,2.52
2011-09-15,26.8,25.83,26.32,26.68,2.68,28.33,25.65,20.92,94.41,11.67,100.19,3.28,4.31,133.9,6.1,2.82
2011-09-16,27.07,26.19,26.63,26.87,2.61,28.58,25.97,21.38,94.88,40.83,100.17,2.56,4.84,175.1,6.05,3.49
2011-09-17,27.14,26.24,26.69,26.95,3.37,28.87,25.5,21.49,94.77,21.98,100.04,2.08,4.77,175.8,5.71,3.63
2011-09-18,27.53,26.18,26.85,27.4,4.33,29.98,25.65,21.37,92.42,7.45,100.13,3.91,4.21,152.3,6.11,2.2
2011-09-19,28.17,26.16,27.16,28.21,6.11,31.69,25.58,21.3,89.26,3.58,100.28,1.8,2.71,156.5,3.67,1.87
2011-09-20,27.47,25.52,26.49,27.52,5.54,30.89,25.35,20.5,89.5,5.3,100.3,1.94,2.69,139.7,3.97,2.03
2011-09-21,27.53,25.63,26.58,27.67,5.24,30.37,25.13,20.67,89.74,3.24,100.15,2.42,3.7,128.8,4.58,2.16
2011-09-22,27.18,25.82,26.5,27.07,3.64,29.18,25.54,20.89,92.35,2.19,100.21,2.02,3.54,131.7,4.59,2.57
2011-09-23,27.21,25.47,26.34,27.19,4.99,30.22,25.23,20.44,90.43,4.11,100.25,3.83,4.84,135.4,6.67,2.84
2011-09-24,27.57,25.6,26.59,27.59,6.07,31.05,24.98,20.58,89.43,2.74,100.42,2.26,4.7,158.4,5.71,3.45
